TrainSet,TestSet,Model,Seed,Experiment,TestAccuracy
D90,All,fc-cnn,350,1,0.778699994
D91,All,fc-cnn,350,1,0.875999987
D92,All,fc-cnn,350,1,0.850300014
D93,All,fc-cnn,350,1,0.872500002
D94,All,fc-cnn,350,1,0.868600011
D95,All,fc-cnn,350,1,0.861000001
D96,All,fc-cnn,350,1,0.853200018
D97,All,fc-cnn,350,1,0.847100019
D98,All,fc-cnn,350,1,0.8495
D99,All,fc-cnn,350,1,0.874899983
D100,All,fc-cnn,350,1,0.879899979
D1,All,fc,789,1,0.090499997
D2,All,fc,789,1,0.099699996
D3,All,fc,789,1,0.098700002
D4,All,fc,789,1,0.098800004
D5,All,fc,789,1,0.223499998
D6,All,fc,789,1,0.118600003
D7,All,fc,789,1,0.155300006
D8,All,fc,789,1,0.224800006
D9,All,fc,789,1,0.244200006
D10,All,fc,789,1,0.233400002
D11,All,fc,789,1,0.328200012
D12,All,fc,789,1,0.347299993
D13,All,fc,789,1,0.252099991
D14,All,fc,789,1,0.244200006
D15,All,fc,789,1,0.284399986
D16,All,fc,789,1,0.338400006
D17,All,fc,789,1,0.357600003
D18,All,fc,789,1,0.467299998
D19,All,fc,789,1,0.474999994
D20,All,fc,789,1,0.562099993
D21,All,fc,789,1,0.406599998
D22,All,fc,789,1,0.462500006
D23,All,fc,789,1,0.49849999
D24,All,fc,789,1,0.51910001
D25,All,fc,789,1,0.4551
D26,All,fc,789,1,0.635500014
D27,All,fc,789,1,0.488799989
D28,All,fc,789,1,0.421299994
D29,All,fc,789,1,0.538100004
D30,All,fc,789,1,0.500500023
D31,All,fc,789,1,0.618700027
D32,All,fc,789,1,0.594200015
D33,All,fc,789,1,0.656400025
D34,All,fc,789,1,0.466600001
D35,All,fc,789,1,0.738399982
D36,All,fc,789,1,0.712499976
D37,All,fc,789,1,0.710500002
D38,All,fc,789,1,0.66049999
D39,All,fc,789,1,0.708100021
D40,All,fc,789,1,0.717899978
D41,All,fc,789,1,0.700399995
D42,All,fc,789,1,0.703100026
D43,All,fc,789,1,0.583700001
D44,All,fc,789,1,0.706900001
D45,All,fc,789,1,0.675199986
D46,All,fc,789,1,0.698099971
D47,All,fc,789,1,0.654100001
D48,All,fc,789,1,0.649800003
D49,All,fc,789,1,0.757300019
D50,All,fc,789,1,0.763999999
D51,All,fc,789,1,0.682299972
D52,All,fc,789,1,0.630599976
D53,All,fc,789,1,0.681800008
D54,All,fc,789,1,0.701300025
D55,All,fc,789,1,0.592000008
D56,All,fc,789,1,0.651499987
D57,All,fc,789,1,0.698800027
D58,All,fc,789,1,0.734600008
D59,All,fc,789,1,0.722800016
D60,All,fc,789,1,0.746900022
D61,All,fc,789,1,0.740800023
D62,All,fc,789,1,0.636699975
D63,All,fc,789,1,0.66839999
D64,All,fc,789,1,0.709599972
D65,All,fc,789,1,0.56190002
D66,All,fc,789,1,0.612900019
D67,All,fc,789,1,0.696399987
D68,All,fc,789,1,0.763800025
D69,All,fc,789,1,0.680999994
D70,All,fc,789,1,0.665799975
D71,All,fc,789,1,0.715300024
D72,All,fc,789,1,0.752099991
D73,All,fc,789,1,0.647599995
D74,All,fc,789,1,0.663399994
D75,All,fc,789,1,0.728699982
D76,All,fc,789,1,0.694100022
D77,All,fc,789,1,0.780099988
D78,All,fc,789,1,0.746200025
D79,All,fc,789,1,0.775699973
D80,All,fc,789,1,0.796899974
D81,All,fc,789,1,0.788800001
D82,All,fc,789,1,0.768599987
D83,All,fc,789,1,0.768899977
D84,All,fc,789,1,0.801699996
D85,All,fc,789,1,0.739499986
D86,All,fc,789,1,0.734399974
D87,All,fc,789,1,0.762000024
D88,All,fc,789,1,0.797500014
D89,All,fc,789,1,0.674099982
D90,All,fc,789,1,0.668900013
D91,All,fc,789,1,0.731100023
D92,All,fc,789,1,0.684300005
D93,All,fc,789,1,0.762499988
D94,All,fc,789,1,0.724099994
D95,All,fc,789,1,0.761600018
D96,All,fc,789,1,0.756099999
D97,All,fc,789,1,0.782199979
D98,All,fc,789,1,0.726199985
D99,All,fc,789,1,0.788100004
D100,All,fc,789,1,0.767799973
D1,All,fc-cnn,550,1,0.1338
D2,All,fc-cnn,550,1,0.097400002
D3,All,fc-cnn,550,1,0.097400002
D4,All,fc-cnn,550,1,0.113600001
D5,All,fc-cnn,550,1,0.178000003
D6,All,fc-cnn,550,1,0.197899997
D7,All,fc-cnn,550,1,0.204300001
D8,All,fc-cnn,550,1,0.148399994
D9,All,fc-cnn,550,1,0.203700006
D10,All,fc-cnn,550,1,0.204799995
D11,All,fc-cnn,550,1,0.205200002
D12,All,fc-cnn,550,1,0.1954
D13,All,fc-cnn,550,1,0.234400004
D14,All,fc-cnn,550,1,0.287099987
D15,All,fc-cnn,550,1,0.33039999
D16,All,fc-cnn,550,1,0.258700013
D17,All,fc-cnn,550,1,0.362800002
D18,All,fc-cnn,550,1,0.326900005
D19,All,fc-cnn,550,1,0.317900002
D20,All,fc-cnn,550,1,0.407999992
D21,All,fc-cnn,550,1,0.502099991
D22,All,fc-cnn,550,1,0.564999998
D23,All,fc-cnn,550,1,0.491600007
D24,All,fc-cnn,550,1,0.530700028
D25,All,fc-cnn,550,1,0.315200001
D26,All,fc-cnn,550,1,0.47420001
D27,All,fc-cnn,550,1,0.494100004
D28,All,fc-cnn,550,1,0.597500026
D29,All,fc-cnn,550,1,0.595899999
D30,All,fc-cnn,550,1,0.596499979
D31,All,fc-cnn,550,1,0.551400006
D32,All,fc-cnn,550,1,0.66170001
D33,All,fc-cnn,550,1,0.623399973
D34,All,fc-cnn,550,1,0.654699981
D35,All,fc-cnn,550,1,0.631299973
D36,All,fc-cnn,550,1,0.605499983
D37,All,fc-cnn,550,1,0.617799997
D38,All,fc-cnn,550,1,0.639299989
D39,All,fc-cnn,550,1,0.689599991
D40,All,fc-cnn,550,1,0.683000028
D41,All,fc-cnn,550,1,0.734099984
D42,All,fc-cnn,550,1,0.70450002
D43,All,fc-cnn,550,1,0.662500024
D44,All,fc-cnn,550,1,0.701399982
D45,All,fc-cnn,550,1,0.601800025
D46,All,fc-cnn,550,1,0.704699993
D47,All,fc-cnn,550,1,0.659099996
D48,All,fc-cnn,550,1,0.681100011
D49,All,fc-cnn,550,1,0.712899983
D50,All,fc-cnn,550,1,0.688499987
D51,All,fc-cnn,550,1,0.691699982
D52,All,fc-cnn,550,1,0.7051
D53,All,fc-cnn,550,1,0.726599991
D54,All,fc-cnn,550,1,0.719500005
D55,All,fc-cnn,550,1,0.708899975
D56,All,fc-cnn,550,1,0.722100019
D57,All,fc-cnn,550,1,0.638800025
D58,All,fc-cnn,550,1,0.722899973
D59,All,fc-cnn,550,1,0.776300013
D60,All,fc-cnn,550,1,0.798200011
D61,All,fc-cnn,550,1,0.774500012
D62,All,fc-cnn,550,1,0.775699973
D63,All,fc-cnn,550,1,0.750800014
D64,All,fc-cnn,550,1,0.742200017
D65,All,fc-cnn,550,1,0.801299989
D66,All,fc-cnn,550,1,0.854200006
D67,All,fc-cnn,550,1,0.83099997
D68,All,fc-cnn,550,1,0.825200021
D69,All,fc-cnn,550,1,0.777100027
D70,All,fc-cnn,550,1,0.804700017
D71,All,fc-cnn,550,1,0.816799998
D72,All,fc-cnn,550,1,0.868900001
D73,All,fc-cnn,550,1,0.869300008
D74,All,fc-cnn,550,1,0.780300021
D75,All,fc-cnn,550,1,0.851999998
D76,All,fc-cnn,550,1,0.869000018
D77,All,fc-cnn,550,1,0.870500028
D78,All,fc-cnn,550,1,0.794200003
D79,All,fc-cnn,550,1,0.843699992
D80,All,fc-cnn,550,1,0.817600012
D81,All,fc-cnn,550,1,0.788600028
D82,All,fc-cnn,550,1,0.752799988
D83,All,fc-cnn,550,1,0.847599983
D84,All,fc-cnn,550,1,0.854799986
D85,All,fc-cnn,550,1,0.847000003
D86,All,fc-cnn,550,1,0.834699988
D87,All,fc-cnn,550,1,0.876699984
D88,All,fc-cnn,550,1,0.837700009
D89,All,fc-cnn,550,1,0.76819998
D90,All,fc-cnn,550,1,0.807799995
D91,All,fc-cnn,550,1,0.872300029
D92,All,fc-cnn,550,1,0.869899988
D93,All,fc-cnn,550,1,0.876900017
D94,All,fc-cnn,550,1,0.837199986
D95,All,fc-cnn,550,1,0.88319999
D96,All,fc-cnn,550,1,0.834699988
D97,All,fc-cnn,550,1,0.814400017
D98,All,fc-cnn,550,1,0.819500029
D99,All,fc-cnn,550,1,0.833500028
D100,All,fc-cnn,550,1,0.842899978
D1,All,fc-cnn,0,1,0.089199997
D2,All,fc-cnn,0,1,0.137999997
D3,All,fc-cnn,0,1,0.105599999
D4,All,fc-cnn,0,1,0.107000001
D5,All,fc-cnn,0,1,0.102799997
D6,All,fc-cnn,0,1,0.102799997
D7,All,fc-cnn,0,1,0.102899998
D8,All,fc-cnn,0,1,0.095799997
D9,All,fc-cnn,0,1,0.095799997
D10,All,fc-cnn,0,1,0.113499999
D11,All,fc-cnn,0,1,0.1294
D12,All,fc-cnn,0,1,0.095799997
D13,All,fc-cnn,0,1,0.129600003
D14,All,fc-cnn,0,1,0.102799997
D15,All,fc-cnn,0,1,0.102799997
D16,All,fc-cnn,0,1,0.102799997
D17,All,fc-cnn,0,1,0.102799997
D18,All,fc-cnn,0,1,0.154100001
D19,All,fc-cnn,0,1,0.351700008
D20,All,fc-cnn,0,1,0.157299995
D21,All,fc-cnn,0,1,0.195700005
D22,All,fc-cnn,0,1,0.223299995
D23,All,fc-cnn,0,1,0.199699998
D24,All,fc-cnn,0,1,0.193399996
D25,All,fc-cnn,0,1,0.130899996
D26,All,fc-cnn,0,1,0.290100008
D27,All,fc-cnn,0,1,0.334399998
D28,All,fc-cnn,0,1,0.290800005
D29,All,fc-cnn,0,1,0.513199985
D30,All,fc-cnn,0,1,0.426499993
D31,All,fc-cnn,0,1,0.368699998
D32,All,fc-cnn,0,1,0.488000005
D33,All,fc-cnn,0,1,0.372200012
D34,All,fc-cnn,0,1,0.476300001
D35,All,fc-cnn,0,1,0.466300011
D36,All,fc-cnn,0,1,0.545799971
D37,All,fc-cnn,0,1,0.536800027
D38,All,fc-cnn,0,1,0.487800002
D39,All,fc-cnn,0,1,0.655600011
D40,All,fc-cnn,0,1,0.620299995
D41,All,fc-cnn,0,1,0.541599989
D42,All,fc-cnn,0,1,0.701399982
D43,All,fc-cnn,0,1,0.624199986
D44,All,fc-cnn,0,1,0.692200005
D45,All,fc-cnn,0,1,0.585500002
D46,All,fc-cnn,0,1,0.614199996
D47,All,fc-cnn,0,1,0.697300017
D48,All,fc-cnn,0,1,0.685800016
D49,All,fc-cnn,0,1,0.581700027
D50,All,fc-cnn,0,1,0.655600011
D51,All,fc-cnn,0,1,0.680299997
D52,All,fc-cnn,0,1,0.642099977
D53,All,fc-cnn,0,1,0.716799974
D54,All,fc-cnn,0,1,0.650399983
D55,All,fc-cnn,0,1,0.666599989
D56,All,fc-cnn,0,1,0.816100001
D57,All,fc-cnn,0,1,0.763300002
D58,All,fc-cnn,0,1,0.782100022
D59,All,fc-cnn,0,1,0.738699973
D60,All,fc-cnn,0,1,0.7597
D61,All,fc-cnn,0,1,0.814999998
D62,All,fc-cnn,0,1,0.820200026
D63,All,fc-cnn,0,1,0.789200008
D64,All,fc-cnn,0,1,0.826900005
D65,All,fc-cnn,0,1,0.835099995
D66,All,fc-cnn,0,1,0.816699982
D67,All,fc-cnn,0,1,0.762199998
D68,All,fc-cnn,0,1,0.771099985
D69,All,fc-cnn,0,1,0.737399995
D70,All,fc-cnn,0,1,0.732800007
D71,All,fc-cnn,0,1,0.769999981
D72,All,fc-cnn,0,1,0.755100012
D73,All,fc-cnn,0,1,0.784200013
D74,All,fc-cnn,0,1,0.837400019
D75,All,fc-cnn,0,1,0.836600006
D76,All,fc-cnn,0,1,0.81220001
D77,All,fc-cnn,0,1,0.800400019
D78,All,fc-cnn,0,1,0.788299978
D79,All,fc-cnn,0,1,0.760200024
D80,All,fc-cnn,0,1,0.74940002
D81,All,fc-cnn,0,1,0.712700009
D82,All,fc-cnn,0,1,0.680599988
D83,All,fc-cnn,0,1,0.82160002
D84,All,fc-cnn,0,1,0.805599988
D85,All,fc-cnn,0,1,0.839299977
D86,All,fc-cnn,0,1,0.802399993
D87,All,fc-cnn,0,1,0.82160002
D88,All,fc-cnn,0,1,0.815400004
D89,All,fc-cnn,0,1,0.87349999
D90,All,fc-cnn,0,1,0.800300002
D91,All,fc-cnn,0,1,0.876399994
D92,All,fc-cnn,0,1,0.846199989
D93,All,fc-cnn,0,1,0.83829999
D94,All,fc-cnn,0,1,0.83829999
D95,All,fc-cnn,0,1,0.846899986
D96,All,fc-cnn,0,1,0.894900024
D97,All,fc-cnn,0,1,0.876100004
D98,All,fc-cnn,0,1,0.866100013
D99,All,fc-cnn,0,1,0.864099979
D100,All,fc-cnn,0,1,0.881699979
D1,All,fc-cnn,456,1,0.158099994
D2,All,fc-cnn,456,1,0.103200004
D3,All,fc-cnn,456,1,0.103200004
D4,All,fc-cnn,456,1,0.103200004
D5,All,fc-cnn,456,1,0.187299997
D6,All,fc-cnn,456,1,0.103399999
D7,All,fc-cnn,456,1,0.107299998
D8,All,fc-cnn,456,1,0.114699997
D9,All,fc-cnn,456,1,0.155100003
D10,All,fc-cnn,456,1,0.182600006
D11,All,fc-cnn,456,1,0.139899999
D12,All,fc-cnn,456,1,0.233999997
D13,All,fc-cnn,456,1,0.170100003
D14,All,fc-cnn,456,1,0.215399995
D15,All,fc-cnn,456,1,0.361400008
D16,All,fc-cnn,456,1,0.360000014
D17,All,fc-cnn,456,1,0.421299994
D18,All,fc-cnn,456,1,0.211099997
D19,All,fc-cnn,456,1,0.197699994
D20,All,fc-cnn,456,1,0.475600004
D21,All,fc-cnn,456,1,0.294400007
D22,All,fc-cnn,456,1,0.450300008
D23,All,fc-cnn,456,1,0.422399998
D24,All,fc-cnn,456,1,0.528500021
D25,All,fc-cnn,456,1,0.491899997
D26,All,fc-cnn,456,1,0.466600001
D27,All,fc-cnn,456,1,0.359699994
D28,All,fc-cnn,456,1,0.566200018
D29,All,fc-cnn,456,1,0.487599999
D30,All,fc-cnn,456,1,0.657100022
D31,All,fc-cnn,456,1,0.606000006
D32,All,fc-cnn,456,1,0.661000013
D33,All,fc-cnn,456,1,0.667100012
D34,All,fc-cnn,456,1,0.623199999
D35,All,fc-cnn,456,1,0.461699992
D36,All,fc-cnn,456,1,0.600199997
D37,All,fc-cnn,456,1,0.572000027
D38,All,fc-cnn,456,1,0.689700007
D39,All,fc-cnn,456,1,0.68720001
D40,All,fc-cnn,456,1,0.693300009
D41,All,fc-cnn,456,1,0.742399991
D42,All,fc-cnn,456,1,0.710600019
D43,All,fc-cnn,456,1,0.802699983
D44,All,fc-cnn,456,1,0.630400002
D45,All,fc-cnn,456,1,0.656499982
D46,All,fc-cnn,456,1,0.775099993
D47,All,fc-cnn,456,1,0.751999974
D48,All,fc-cnn,456,1,0.720099986
D49,All,fc-cnn,456,1,0.698000014
D50,All,fc-cnn,456,1,0.649500012
D51,All,fc-cnn,456,1,0.766200006
D52,All,fc-cnn,456,1,0.754999995
D53,All,fc-cnn,456,1,0.799700022
D54,All,fc-cnn,456,1,0.810000002
D55,All,fc-cnn,456,1,0.827799976
D56,All,fc-cnn,456,1,0.741599977
D57,All,fc-cnn,456,1,0.730700016
D58,All,fc-cnn,456,1,0.794099987
D59,All,fc-cnn,456,1,0.794700027
D60,All,fc-cnn,456,1,0.74879998
D61,All,fc-cnn,456,1,0.734600008
D62,All,fc-cnn,456,1,0.766700029
D63,All,fc-cnn,456,1,0.73150003
D64,All,fc-cnn,456,1,0.786300004
D65,All,fc-cnn,456,1,0.680599988
D66,All,fc-cnn,456,1,0.781099975
D67,All,fc-cnn,456,1,0.803600013
D68,All,fc-cnn,456,1,0.817799985
D69,All,fc-cnn,456,1,0.794700027
D70,All,fc-cnn,456,1,0.785300016
D71,All,fc-cnn,456,1,0.790700018
D72,All,fc-cnn,456,1,0.783399999
D73,All,fc-cnn,456,1,0.861199975
D74,All,fc-cnn,456,1,0.862200022
D75,All,fc-cnn,456,1,0.821399987
D76,All,fc-cnn,456,1,0.837599993
D77,All,fc-cnn,456,1,0.824299991
D78,All,fc-cnn,456,1,0.877300024
D79,All,fc-cnn,456,1,0.884599984
D80,All,fc-cnn,456,1,0.860700011
D81,All,fc-cnn,456,1,0.662599981
D82,All,fc-cnn,456,1,0.657500029
D83,All,fc-cnn,456,1,0.819800019
D84,All,fc-cnn,456,1,0.789200008
D85,All,fc-cnn,456,1,0.838100016
D86,All,fc-cnn,456,1,0.877499998
D87,All,fc-cnn,456,1,0.866999984
D88,All,fc-cnn,456,1,0.856599987
D89,All,fc-cnn,456,1,0.796299994
D90,All,fc-cnn,456,1,0.861100018
D91,All,fc-cnn,456,1,0.867999971
D92,All,fc-cnn,456,1,0.87440002
D93,All,fc-cnn,456,1,0.888000011
D94,All,fc-cnn,456,1,0.879999995
D95,All,fc-cnn,456,1,0.839600027
D96,All,fc-cnn,456,1,0.8222
D97,All,fc-cnn,456,1,0.901000023
D98,All,fc-cnn,456,1,0.856400013
D99,All,fc-cnn,456,1,0.89380002
D100,All,fc-cnn,456,1,0.843900025
D1,All,fc-cnn,250,1,0.090700001
D2,All,fc-cnn,250,1,0.102799997
D3,All,fc-cnn,250,1,0.102799997
D4,All,fc-cnn,250,1,0.129600003
D5,All,fc-cnn,250,1,0.112899996
D6,All,fc-cnn,250,1,0.321700007
D7,All,fc-cnn,250,1,0.209700003
D8,All,fc-cnn,250,1,0.222399995
D9,All,fc-cnn,250,1,0.276800007
D10,All,fc-cnn,250,1,0.241899997
D11,All,fc-cnn,250,1,0.1972
D12,All,fc-cnn,250,1,0.2095
D13,All,fc-cnn,250,1,0.294499993
D14,All,fc-cnn,250,1,0.328299999
D15,All,fc-cnn,250,1,0.358900011
D16,All,fc-cnn,250,1,0.276899993
D17,All,fc-cnn,250,1,0.333999991
D18,All,fc-cnn,250,1,0.274500012
D19,All,fc-cnn,250,1,0.293000013
D20,All,fc-cnn,250,1,0.472299993
D21,All,fc-cnn,250,1,0.579200029
D22,All,fc-cnn,250,1,0.55250001
D23,All,fc-cnn,250,1,0.614400029
D24,All,fc-cnn,250,1,0.405200005
D25,All,fc-cnn,250,1,0.472000003
D26,All,fc-cnn,250,1,0.588999987
D27,All,fc-cnn,250,1,0.609099984
D28,All,fc-cnn,250,1,0.586399972
D29,All,fc-cnn,250,1,0.589999974
D30,All,fc-cnn,250,1,0.536199987
D31,All,fc-cnn,250,1,0.665799975
D32,All,fc-cnn,250,1,0.512600005
D33,All,fc-cnn,250,1,0.658299983
D34,All,fc-cnn,250,1,0.655200005
D35,All,fc-cnn,250,1,0.575699985
D36,All,fc-cnn,250,1,0.675100029
D37,All,fc-cnn,250,1,0.727999985
D38,All,fc-cnn,250,1,0.488099992
D39,All,fc-cnn,250,1,0.545700014
D40,All,fc-cnn,250,1,0.654600024
D41,All,fc-cnn,250,1,0.661800027
D42,All,fc-cnn,250,1,0.728100002
D43,All,fc-cnn,250,1,0.719299972
D44,All,fc-cnn,250,1,0.663600028
D45,All,fc-cnn,250,1,0.615400016
D46,All,fc-cnn,250,1,0.632300019
D47,All,fc-cnn,250,1,0.700699985
D48,All,fc-cnn,250,1,0.64230001
D49,All,fc-cnn,250,1,0.661499977
D50,All,fc-cnn,250,1,0.708899975
D51,All,fc-cnn,250,1,0.763800025
D52,All,fc-cnn,250,1,0.695900023
D53,All,fc-cnn,250,1,0.711099982
D54,All,fc-cnn,250,1,0.770200014
D55,All,fc-cnn,250,1,0.763199985
D56,All,fc-cnn,250,1,0.823099971
D57,All,fc-cnn,250,1,0.75940001
D58,All,fc-cnn,250,1,0.683099985
D59,All,fc-cnn,250,1,0.808600008
D60,All,fc-cnn,250,1,0.748700023
D61,All,fc-cnn,250,1,0.784799993
D62,All,fc-cnn,250,1,0.795599997
D63,All,fc-cnn,250,1,0.711899996
D64,All,fc-cnn,250,1,0.736500025
D65,All,fc-cnn,250,1,0.754999995
D66,All,fc-cnn,250,1,0.840499997
D67,All,fc-cnn,250,1,0.788500011
D68,All,fc-cnn,250,1,0.747600019
D69,All,fc-cnn,250,1,0.83039999
D70,All,fc-cnn,250,1,0.7676
D71,All,fc-cnn,250,1,0.797299981
D72,All,fc-cnn,250,1,0.842000008
D73,All,fc-cnn,250,1,0.8574
D74,All,fc-cnn,250,1,0.832400024
D75,All,fc-cnn,250,1,0.807900012
D76,All,fc-cnn,250,1,0.740400016
D77,All,fc-cnn,250,1,0.78670001
D78,All,fc-cnn,250,1,0.812600017
D79,All,fc-cnn,250,1,0.85619998
D80,All,fc-cnn,250,1,0.865400016
D81,All,fc-cnn,250,1,0.828499973
D82,All,fc-cnn,250,1,0.809599996
D83,All,fc-cnn,250,1,0.854099989
D84,All,fc-cnn,250,1,0.835500002
D85,All,fc-cnn,250,1,0.815599978
D86,All,fc-cnn,250,1,0.835099995
D87,All,fc-cnn,250,1,0.865999997
D88,All,fc-cnn,250,1,0.854099989
D89,All,fc-cnn,250,1,0.833999991
D90,All,fc-cnn,250,1,0.852199972
D91,All,fc-cnn,250,1,0.864099979
D92,All,fc-cnn,250,1,0.870000005
D93,All,fc-cnn,250,1,0.848699987
D94,All,fc-cnn,250,1,0.856599987
D95,All,fc-cnn,250,1,0.833100021
D96,All,fc-cnn,250,1,0.84009999
D97,All,fc-cnn,250,1,0.836899996
D98,All,fc-cnn,250,1,0.863799989
D99,All,fc-cnn,250,1,0.882499993
D100,All,fc-cnn,250,1,0.879100025
D1,All,fc-cnn,50,1,0.126599997
D2,All,fc-cnn,50,1,0.117399998
D3,All,fc-cnn,50,1,0.098200001
D4,All,fc-cnn,50,1,0.098200001
D5,All,fc-cnn,50,1,0.099600002
D6,All,fc-cnn,50,1,0.209700003
D7,All,fc-cnn,50,1,0.188700005
D8,All,fc-cnn,50,1,0.268000007
D9,All,fc-cnn,50,1,0.26789999
D10,All,fc-cnn,50,1,0.173800007
D11,All,fc-cnn,50,1,0.101000004
D12,All,fc-cnn,50,1,0.1017
D13,All,fc-cnn,50,1,0.250800014
D14,All,fc-cnn,50,1,0.096699998
D15,All,fc-cnn,50,1,0.098200001
D16,All,fc-cnn,50,1,0.155900002
D17,All,fc-cnn,50,1,0.169499993
D18,All,fc-cnn,50,1,0.190899998
D19,All,fc-cnn,50,1,0.264299989
D20,All,fc-cnn,50,1,0.172600001
D21,All,fc-cnn,50,1,0.154799998
D22,All,fc-cnn,50,1,0.39410001
D23,All,fc-cnn,50,1,0.453000009
D24,All,fc-cnn,50,1,0.594099998
D25,All,fc-cnn,50,1,0.424899995
D26,All,fc-cnn,50,1,0.389299989
D27,All,fc-cnn,50,1,0.393999994
D28,All,fc-cnn,50,1,0.545799971
D29,All,fc-cnn,50,1,0.583800018
D30,All,fc-cnn,50,1,0.549899995
D31,All,fc-cnn,50,1,0.582899988
D32,All,fc-cnn,50,1,0.492000014
D33,All,fc-cnn,50,1,0.614700019
D34,All,fc-cnn,50,1,0.69630003
D35,All,fc-cnn,50,1,0.706399977
D36,All,fc-cnn,50,1,0.630800009
D37,All,fc-cnn,50,1,0.641300023
D38,All,fc-cnn,50,1,0.6426
D39,All,fc-cnn,50,1,0.615400016
D40,All,fc-cnn,50,1,0.70480001
D41,All,fc-cnn,50,1,0.754199982
D42,All,fc-cnn,50,1,0.716600001
D43,All,fc-cnn,50,1,0.738099992
D44,All,fc-cnn,50,1,0.757600009
D45,All,fc-cnn,50,1,0.679199994
D46,All,fc-cnn,50,1,0.794200003
D47,All,fc-cnn,50,1,0.779999971
D48,All,fc-cnn,50,1,0.827000022
D49,All,fc-cnn,50,1,0.773299992
D50,All,fc-cnn,50,1,0.821699977
D51,All,fc-cnn,50,1,0.815199971
D52,All,fc-cnn,50,1,0.749899983
D53,All,fc-cnn,50,1,0.757300019
D54,All,fc-cnn,50,1,0.68870002
D55,All,fc-cnn,50,1,0.795300007
D56,All,fc-cnn,50,1,0.821699977
D57,All,fc-cnn,50,1,0.804899991
D58,All,fc-cnn,50,1,0.674799979
D59,All,fc-cnn,50,1,0.756799996
D60,All,fc-cnn,50,1,0.743600011
D61,All,fc-cnn,50,1,0.772099972
D62,All,fc-cnn,50,1,0.849600017
D63,All,fc-cnn,50,1,0.867399991
D64,All,fc-cnn,50,1,0.847800016
D65,All,fc-cnn,50,1,0.768899977
D66,All,fc-cnn,50,1,0.829400003
D67,All,fc-cnn,50,1,0.796700001
D68,All,fc-cnn,50,1,0.786800027
D69,All,fc-cnn,50,1,0.810000002
D70,All,fc-cnn,50,1,0.820200026
D71,All,fc-cnn,50,1,0.779999971
D72,All,fc-cnn,50,1,0.769999981
D73,All,fc-cnn,50,1,0.799600005
D74,All,fc-cnn,50,1,0.847599983
D75,All,fc-cnn,50,1,0.799000025
D76,All,fc-cnn,50,1,0.787899971
D77,All,fc-cnn,50,1,0.825399995
D78,All,fc-cnn,50,1,0.802399993
D79,All,fc-cnn,50,1,0.830799997
D80,All,fc-cnn,50,1,0.850899994
D81,All,fc-cnn,50,1,0.871999979
D82,All,fc-cnn,50,1,0.863900006
D83,All,fc-cnn,50,1,0.856700003
D84,All,fc-cnn,50,1,0.823199987
D85,All,fc-cnn,50,1,0.817399979
D86,All,fc-cnn,50,1,0.846700013
D87,All,fc-cnn,50,1,0.877300024
D88,All,fc-cnn,50,1,0.861599982
D89,All,fc-cnn,50,1,0.837199986
D90,All,fc-cnn,50,1,0.834800005
D91,All,fc-cnn,50,1,0.833299994
D92,All,fc-cnn,50,1,0.853399992
D93,All,fc-cnn,50,1,0.879499972
D94,All,fc-cnn,50,1,0.882399976
D95,All,fc-cnn,50,1,0.879999995
D96,All,fc-cnn,50,1,0.884599984
D97,All,fc-cnn,50,1,0.889500022
D98,All,fc-cnn,50,1,0.875699997
D99,All,fc-cnn,50,1,0.880200028
D100,All,fc-cnn,50,1,0.875
D1,All,fc-cnn,450,1,0.1065
D2,All,fc-cnn,450,1,0.097999997
D3,All,fc-cnn,450,1,0.097999997
D4,All,fc-cnn,450,1,0.097999997
D5,All,fc-cnn,450,1,0.126300007
D6,All,fc-cnn,450,1,0.095799997
D7,All,fc-cnn,450,1,0.095799997
D8,All,fc-cnn,450,1,0.095799997
D9,All,fc-cnn,450,1,0.095799997
D10,All,fc-cnn,450,1,0.186900005
D11,All,fc-cnn,450,1,0.113499999
D12,All,fc-cnn,450,1,0.1884
D13,All,fc-cnn,450,1,0.167799994
D14,All,fc-cnn,450,1,0.192499995
D15,All,fc-cnn,450,1,0.262499988
D16,All,fc-cnn,450,1,0.224600002
D17,All,fc-cnn,450,1,0.096500002
D18,All,fc-cnn,450,1,0.146300003
D19,All,fc-cnn,450,1,0.2289
D20,All,fc-cnn,450,1,0.1866
D21,All,fc-cnn,450,1,0.208499998
D22,All,fc-cnn,450,1,0.118900001
D23,All,fc-cnn,450,1,0.221300006
D24,All,fc-cnn,450,1,0.298000008
D25,All,fc-cnn,450,1,0.387199998
D26,All,fc-cnn,450,1,0.281599998
D27,All,fc-cnn,450,1,0.433800012
D28,All,fc-cnn,450,1,0.367000014
D29,All,fc-cnn,450,1,0.312700003
D30,All,fc-cnn,450,1,0.4199
D31,All,fc-cnn,450,1,0.442999989
D32,All,fc-cnn,450,1,0.488900006
D33,All,fc-cnn,450,1,0.417400002
D34,All,fc-cnn,450,1,0.548799992
D35,All,fc-cnn,450,1,0.584900022
D36,All,fc-cnn,450,1,0.541499972
D37,All,fc-cnn,450,1,0.699999988
D38,All,fc-cnn,450,1,0.558200002
D39,All,fc-cnn,450,1,0.699299991
D40,All,fc-cnn,450,1,0.701300025
D41,All,fc-cnn,450,1,0.695599973
D42,All,fc-cnn,450,1,0.581399977
D43,All,fc-cnn,450,1,0.697799981
